日期,縣市,表燈非營業用電售電量(度),表燈非營業用電抄表戶數,表燈非營業用電佔比(%),表燈營業用電(住宅用)售電量(度),表燈營業用電(住宅用)抄表戶數,表燈營業用電(住宅用)用電佔比(%),無法歸類之家庭用電(電力用電)售電量(度),無法歸類之家庭用電(電力用電)抄表戶數,無法歸類之家庭用電(電力用電)用電佔比(%),合計
2018年09月,金門縣,14635550,15995,0.003,197436,111,0.0042,21756,35,0.0001,14854742
2018年09月,連江縣,3148316,1933,0.0006,57136,27,0.0012,22793,14,0.0001,3228245
2018年09月,合計,4880792651,6404242,1,47091698,29556,1,204584860,31935,1,5132469209
2018年08月,新北市,845747671,918844,0.18,9347009,4588,0.1946,61669434,9112,0.2984,916764114
2018年08月,台北市,532537749,499281,0.1133,4576421,2227,0.0953,49510908,6604,0.2395,586625078
2018年08月,桃園市,510126414,609554,0.1085,5201192,2474,0.1083,18761084,2845,0.0908,534088690
2018年08月,台中市,569759661,750049,0.1212,8604895,4724,0.1791,29414998,4121,0.1423,607779554
2018年08月,台南市,380265915,589440,0.0809,2713443,2040,0.0565,6998666,1262,0.0339,389978024
2018年08月,高雄市,465533407,709847,0.0991,4599517,3488,0.0957,21967990,3793,0.1063,492100914
2018年08月,宜蘭縣,94533490,143253,0.0201,774929,512,0.0161,949023,242,0.0046,96257442
2018年08月,新竹縣,131802338,159331,0.028,1471303,814,0.0306,4458181,620,0.0216,137731822
2018年08月,苗栗縣,102644318,158407,0.0218,697914,447,0.0145,548571,140,0.0027,103890803
2018年08月,彰化縣,243592386,386970,0.0518,4006030,3397,0.0834,1321354,394,0.0064,248919770
2018年08月,南投縣,90858986,160195,0.0193,854852,636,0.0178,395550,104,0.0019,92109388
2018年08月,雲林縣,130588880,267119,0.0278,789803,680,0.0164,501910,198,0.0024,131880593
2018年08月,嘉義縣,82851685,171773,0.0176,618688,533,0.0129,218545,97,0.0011,83688918
2018年08月,屏東縣,145377662,254884,0.0309,1366862,1293,0.0285,915001,300,0.0044,147659525
2018年08月,台東縣,42746676,63221,0.0091,234345,173,0.0049,160541,62,0.0008,43141562
2018年08月,花蓮縣,69567254,94326,0.0148,234454,188,0.0049,386225,109,0.0019,70187933
2018年08月,基隆市,76953744,99530,0.0164,457077,322,0.0095,3172210,810,0.0153,80583031
2018年08月,新竹市,100399304,110136,0.0214,788872,402,0.0164,4172757,779,0.0202,105360933
2018年08月,嘉義市,52273856,78393,0.0111,345184,254,0.0072,1046288,228,0.0051,53665328
2018年08月,澎湖縣,17336070,22879,0.0037,146788,102,0.0031,87426,15,0.0004,17570284
2018年08月,金門縣,11758868,12884,0.0025,163774,115,0.0034,21247,35,0.0001,11943889
2018年08月,連江縣,2411743,2167,0.0005,50056,36,0.001,23269,14,0.0001,2485068
2018年08月,合計,4699668077,6262483,1,48043408,29445,1,206701178,31884,1,4954412663
2018年07月,新北市,767487870,919248,0.1713,8625935,4474,0.1912,59739846,9079,0.295,835853651
2018年07月,台北市,495250777,529092,0.1106,4152009,2205,0.0921,47789133,6583,0.236,547191919
2018年07月,桃園市,372346486,506847,0.0831,4596859,2225,0.1019,18113822,2837,0.0895,395057167
2018年07月,台中市,552386141,747503,0.1233,8156624,4895,0.1808,29503561,4111,0.1457,590046326
2018年07月,台南市,371425263,591711,0.0829,2528025,1898,0.0561,7012062,1260,0.0346,380965350
2018年07月,高雄市,604862570,908822,0.135,5031112,3941,0.1115,22343968,3784,0.1103,632237650
2018年07月,宜蘭縣,82176549,138478,0.0183,670588,565,0.0149,903580,242,0.0045,83750717
2018年07月,新竹縣,101283807,147458,0.0226,1096604,724,0.0243,4268876,617,0.0211,106649287
2018年07月,苗栗縣,107593325,173378,0.024,819731,623,0.0182,534272,140,0.0026,108947328
2018年07月,彰化縣,228129460,397549,0.0509,3638646,3163,0.0807,1313071,394,0.0065,233081177
2018年07月,南投縣,70983885,131902,0.0158,565995,537,0.0125,389918,105,0.0019,71939798
2018年07月,雲林縣,135072000,260937,0.0302,939295,897,0.0208,518474,198,0.0026,136529769
2018年07月,嘉義縣,92011142,176085,0.0205,656024,631,0.0145,216267,97,0.0011,92883433
2018年07月,屏東縣,163641676,280680,0.0365,1417161,1473,0.0314,933616,299,0.0046,165992453
2018年07月,台東縣,35653274,57260,0.008,188309,170,0.0042,168252,62,0.0008,36009835
2018年07月,花蓮縣,57436409,88772,0.0128,244354,141,0.0054,380763,109,0.0019,58061526
2018年07月,基隆市,56522071,87918,0.0126,334634,295,0.0074,3051077,810,0.0151,59907782
2018年07月,新竹市,99861142,126025,0.0223,677901,427,0.015,4163617,779,0.0206,104702660
2018年07月,嘉義市,51749307,78386,0.0116,271780,260,0.006,1018817,228,0.005,53039904
2018年07月,澎湖縣,18506341,22512,0.0041,273368,199,0.0061,83708,15,0.0004,18863417
2018年07月,金門縣,12250441,15850,0.0027,167315,114,0.0037,18938,34,0.0001,12436694
2018年07月,連江縣,2649468,1932,0.0006,50689,27,0.0011,22498,14,0.0001,2722655
2018年07月,合計,4479279404,6388345,1,45102958,29884,1,202488136,31797,1,4726870498
2018年06月,新北市,597980951,917422,0.1616,7774632,4651,0.1884,55668895,9056,0.294,661424478
2018年06月,台北市,376440825,498293,0.1018,3812935,2252,0.0924,44321820,6556,0.2341,424575580
2018年06月,桃園市,376403514,607237,0.1017,4316674,2503,0.1046,16665142,2819,0.088,397385330
2018年06月,台中市,464491826,747706,0.1256,7455581,4763,0.1807,27497999,4099,0.1452,499445406
2018年06月,台南市,332252982,587608,0.0898,2456644,2051,0.0595,6725996,1258,0.0355,341435622
2018年06月,高雄市,410132939,707445,0.1109,4305063,3510,0.1043,21421288,3781,0.1131,435859290
2018年06月,宜蘭縣,69831997,142544,0.0189,620866,519,0.015,822645,241,0.0043,71275508
2018年06月,新竹縣,95979805,158696,0.0259,1263606,831,0.0306,3985447,615,0.021,101228858
2018年06月,苗栗縣,77524373,157700,0.021,599165,454,0.0145,504806,139,0.0027,78628344
2018年06月,彰化縣,199484876,386213,0.0539,3479738,3424,0.0843,1323472,393,0.007,204288086
2018年06月,南投縣,79410629,159705,0.0215,733476,646,0.0178,370272,105,0.002,80514377
2018年06月,雲林縣,122560019,266345,0.0331,679912,686,0.0165,502198,198,0.0027,123742129
2018年06月,嘉義縣,78782956,171209,0.0213,527748,545,0.0128,210576,97,0.0011,79521280
2018年06月,屏東縣,134477281,254311,0.0364,1250416,1303,0.0303,913851,297,0.0048,136641548
2018年06月,台東縣,34064026,62825,0.0092,187353,182,0.0045,149274,62,0.0008,34400653
2018年06月,花蓮縣,54046220,93988,0.0146,213395,188,0.0052,468630,108,0.0025,54728245
2018年06月,基隆市,54494029,99224,0.0147,349230,324,0.0085,2906049,808,0.0153,57749308
2018年06月,新竹市,72052874,109815,0.0195,653008,407,0.0158,3798113,775,0.0201,76503995
2018年06月,嘉義市,44655089,78127,0.0121,305186,255,0.0074,970628,228,0.0051,45930903
2018年06月,澎湖縣,13803157,22799,0.0037,121493,103,0.0029,76980,15,0.0004,14001630
2018年06月,金門縣,8709398,12723,0.0024,120319,115,0.0029,17170,34,0.0001,8846887
2018年06月,連江縣,1837996,2155,0.0005,38725,36,0.0009,18877,14,0.0001,1895598
2018年06月,合計,3699417762,6244090,1,41265165,29748,1,189340128,31698,1,3930023055
2018年05月,新北市,511677277,917820,0.1596,6812892,4449,0.1879,53434589,9050,0.2941,571924758
2018年05月,台北市,325925944,528331,0.1016,3205856,2218,0.0884,40900835,6545,0.2251,370032635
2018年05月,桃園市,275904585,504994,0.086,3590275,2231,0.099,15853794,2807,0.0873,295348654
2018年05月,台中市,391604490,745603,0.1221,6596902,4897,0.182,26922962,4085,0.1482,425124354
2018年05月,台南市,272701774,590218,0.085,2061238,1896,0.0569,6572487,1253,0.0362,281335499
2018年05月,高雄市,438630905,907174,0.1368,4228862,3928,0.1166,21489885,3771,0.1183,464349652
2018年05月,宜蘭縣,60252243,137786,0.0188,523572,569,0.0144,768689,238,0.0042,61544504
2018年05月,新竹縣,73221537,146618,0.0228,852057,727,0.0235,3734924,609,0.0206,77808518
2018年05月,苗栗縣,75420943,172820,0.0235,638220,626,0.0176,491311,136,0.0027,76550474
2018年05月,彰化縣,173269850,396046,0.054,3099369,3160,0.0855,1284717,391,0.0071,177653936
2018年05月,南投縣,58834520,131504,0.0183,465833,539,0.0128,392814,101,0.0022,59693167
2018年05月,雲林縣,105616579,260387,0.0329,764274,901,0.0211,486408,198,0.0027,106867261
2018年05月,嘉義縣,71678629,175668,0.0224,553634,631,0.0153,192352,97,0.0011,72424615
2018年05月,屏東縣,128789201,279998,0.0402,1181299,1479,0.0326,911750,297,0.005,130882250
2018年05月,台東縣,27491997,57108,0.0086,145127,167,0.004,153056,62,0.0008,27790180
2018年05月,花蓮縣,43548937,88349,0.0136,165802,144,0.0046,469174,108,0.0026,44183913
2018年05月,基隆市,41624375,87857,0.013,259677,296,0.0072,2857960,808,0.0157,44742012
2018年05月,新竹市,67585754,125661,0.0211,537638,425,0.0148,3715952,775,0.0205,71839344
2018年05月,嘉義市,37756965,78229,0.0118,215028,257,0.0059,954742,228,0.0053,38926735
2018年05月,澎湖縣,13606116,22517,0.0042,195671,200,0.0054,73611,15,0.0004,13875398
2018年05月,金門縣,9083558,15767,0.0028,123710,114,0.0034,16970,34,0.0001,9224238
2018年05月,連江縣,2152644,1921,0.0007,39142,27,0.0011,14626,14,0.0001,2206412
2018年05月,合計,3206378823,6372376,1,36256078,29881,1,181693608,31622,1,3424328509
2018年04月,新北市,534462506,915670,0.1663,6508165,4617,0.189,50635069,9029,0.2806,591605740
2018年04月,台北市,321187944,497870,0.0999,3044166,2248,0.0884,37975632,6533,0.2105,362207742
2018年04月,桃園市,360509843,605780,0.1122,3706844,2480,0.1076,15535967,2795,0.0861,379752654
2018年04月,台中市,394016844,745825,0.1226,6148925,4714,0.1785,32741209,4081,0.1814,432906978
2018年04月,台南市,269738982,585158,0.0839,2004159,2024,0.0582,6327047,1249,0.0351,278070188
2018年04月,高雄市,321495750,706119,0.1,3505328,3472,0.1018,20966342,3767,0.1162,345967420
2018年04月,宜蘭縣,67354457,141881,0.021,543518,517,0.0158,818525,238,0.0045,68716500
2018年04月,新竹縣,87768639,158007,0.0273,1079945,829,0.0314,3734654,607,0.0207,92583238
2018年04月,苗栗縣,68125488,156770,0.0212,513212,455,0.0149,485932,135,0.0027,69124632
2018年04月,彰化縣,176550468,385027,0.0549,3001258,3418,0.0871,1193766,391,0.0066,180745492
2018年04月,南投縣,74574976,159298,0.0232,609231,643,0.0177,384158,101,0.0021,75568365
2018年04月,雲林縣,101437831,265781,0.0316,576420,682,0.0167,432309,198,0.0024,102446560
2018年04月,嘉義縣,65461861,170773,0.0204,446180,543,0.013,193558,97,0.0011,66101599
2018年04月,屏東縣,111774674,253836,0.0348,1018085,1292,0.0296,859008,298,0.0048,113651767
2018年04月,台東縣,31663103,62779,0.0099,148950,176,0.0043,146181,61,0.0008,31958234
2018年04月,花蓮縣,50585599,93703,0.0157,180745,184,0.0052,444725,108,0.0025,51211069
2018年04月,基隆市,54664938,99147,0.017,306355,323,0.0089,2737219,808,0.0152,57708512
2018年04月,新竹市,62015990,109426,0.0193,600191,404,0.0174,3804932,774,0.0211,66421113
2018年04月,嘉義市,37618636,77846,0.0117,250004,256,0.0073,938103,228,0.0052,38806743
2018年04月,澎湖縣,12317996,22943,0.0038,95160,104,0.0028,57852,15,0.0003,12471008
2018年04月,金門縣,8606429,12627,0.0027,116717,115,0.0034,16865,34,0.0001,8740011
2018年04月,連江縣,1830273,2129,0.0006,36485,37,0.0011,15616,14,0.0001,1882374
2018年04月,合計,3213763227,6228395,1,34440043,29533,1,180444669,31561,1,3428647939
2018年03月,新北市,545554185,916820,0.1668,6215298,4430,0.1906,51890712,9017,0.2945,603660195
2018年03月,台北市,345476457,527341,0.1056,2844744,2210,0.0873,37384267,6515,0.2122,385705468
2018年03月,桃園市,309786070,503763,0.0947,3290598,2214,0.1009,16065861,2788,0.0912,329142529
2018年03月,台中市,399278581,743620,0.1221,5953875,4873,0.1826,26032369,4071,0.1477,431264825
2018年03月,台南市,264357721,588325,0.0808,1789262,1884,0.0549,6329850,1246,0.0359,272476833
2018年03月,高雄市,403492149,905442,0.1234,3618394,3892,0.111,21698055,3759,0.1231,428808598
2018年03月,宜蘭縣,65942004,137439,0.0202,475619,565,0.0146,853556,238,0.0048,67271179
2018年03月,新竹縣,80279914,146008,0.0245,773920,722,0.0237,3818878,605,0.0217,84872712
2018年03月,苗栗縣,78556230,172255,0.024,591981,622,0.0182,504407,134,0.0029,79652618
2018年03月,彰化縣,174546141,394918,0.0534,2901626,3145,0.089,1202852,391,0.0068,178650619
2018年03月,南投縣,61985357,131168,0.0189,409381,533,0.0126,418302,101,0.0024,62813040
2018年03月,雲林縣,98091395,259650,0.03,686456,892,0.0211,462620,198,0.0026,99240471
2018年03月,嘉義縣,69629740,175262,0.0213,495477,627,0.0152,190517,97,0.0011,70315734
2018年03月,屏東縣,119747661,279064,0.0366,1022864,1467,0.0314,893825,297,0.0051,121664350
2018年03月,台東縣,27522163,56829,0.0084,135878,165,0.0042,157520,60,0.0009,27815561
2018年03月,花蓮縣,44058334,88100,0.0135,152541,142,0.0047,457431,108,0.0026,44668306
2018年03月,基隆市,47309030,87785,0.0145,238602,295,0.0073,2948662,807,0.0167,50496294
2018年03月,新竹市,71945040,124747,0.022,491328,418,0.0151,3798151,772,0.0216,76234519
2018年03月,嘉義市,37353213,78099,0.0114,189129,256,0.0058,996684,228,0.0057,38539026
2018年03月,澎湖縣,13696133,22677,0.0042,167342,199,0.0051,62093,15,0.0004,13925568
2018年03月,金門縣,10116806,15641,0.0031,122523,114,0.0038,17749,34,0.0001,10257078
2018年03月,連江縣,2272626,1917,0.0007,35247,27,0.0011,12654,14,0.0001,2320527
2018年03月,合計,3270996950,6356870,1,32602085,29692,1,176197015,31495,1,3479796050
2018年02月,新北市,505342018,909018,0.1683,6249462,4441,0.1914,44685655,8933,0.2918,556277135
2018年02月,台北市,309551199,495864,0.1031,2871614,2238,0.088,32586104,6500,0.2128,345008917
2018年02月,桃園市,343326499,604206,0.1143,3620635,2469,0.1109,14239241,2776,0.093,361186375
2018年02月,台中市,371545646,744464,0.1237,5817577,4670,0.1782,22822700,4063,0.149,400185923
2018年02月,台南市,250617328,583791,0.0835,1868722,2007,0.0572,5582333,1243,0.0364,258068383
2018年02月,高雄市,292229910,705114,0.0973,3210343,3438,0.0983,18569794,3758,0.1212,314010047
2018年02月,宜蘭縣,65044873,141354,0.0217,521713,514,0.016,756843,237,0.0049,66323429
2018年02月,新竹縣,82796948,157451,0.0276,1040525,826,0.0319,3382596,604,0.0221,87220069
2018年02月,苗栗縣,63096536,156366,0.021,472087,451,0.0145,455988,133,0.003,64024611
2018年02月,彰化縣,161074829,384223,0.0536,2899165,3411,0.0888,1035286,388,0.0068,165009280
2018年02月,南投縣,69988986,158857,0.0233,592234,641,0.0181,374502,101,0.0024,70955722
2018年02月,雲林縣,85007569,265190,0.0283,562806,680,0.0172,388848,198,0.0025,85959223
2018年02月,嘉義縣,57904554,170448,0.0193,410739,541,0.0126,169108,97,0.0011,58484401
2018年02月,屏東縣,101196812,253223,0.0337,912248,1287,0.0279,769638,297,0.005,102878698
2018年02月,台東縣,28938453,62486,0.0096,130232,176,0.004,140340,60,0.0009,29209025
2018年02月,花蓮縣,47505893,93354,0.0158,169617,185,0.0052,308895,107,0.002,47984405
2018年02月,基隆市,51659387,99067,0.0172,289907,313,0.0089,2510389,806,0.0164,54459683
2018年02月,新竹市,59764574,109262,0.0199,544476,401,0.0167,3438641,770,0.0225,63747691
2018年02月,嘉義市,34931658,77723,0.0116,228065,253,0.007,863627,228,0.0056,36023350
2018年02月,澎湖縣,11112620,22816,0.0037,87394,104,0.0027,51206,15,0.0003,11251220
2018年02月,金門縣,8009421,12553,0.0027,108150,115,0.0033,15688,34,0.0001,8133259
2018年02月,連江縣,1790859,2110,0.0006,35185,37,0.0011,12344,14,0.0001,1838388
2018年02月,合計,3002436572,6208940,1,32642896,29198,1,153159766,31362,1,3188239234
2018年01月,新北市,511714333,914988,0.1656,6569577,4411,0.1899,49077505,8923,0.2917,567361415
2018年01月,台北市,328102862,526627,0.1062,3056780,2204,0.0884,36443609,6489,0.2166,367603251
2018年01月,桃園市,282420825,502615,0.0914,3516969,2207,0.1017,15449055,2764,0.0918,301386849
2018年01月,台中市,374792988,741358,0.1213,6322300,4836,0.1828,24628751,4052,0.1464,405744039
2018年01月,台南市,251210171,586822,0.0813,1955265,1864,0.0565,6127423,1242,0.0364,259292859
2018年01月,高雄市,401124801,903955,0.1298,3858189,3858,0.1115,20594675,3753,0.1224,425577665
2018年01月,宜蘭縣,62995718,137111,0.0204,497099,564,0.0144,804764,235,0.0048,64297581
2018年01月,新竹縣,73155277,145105,0.0237,851620,716,0.0246,3602401,593,0.0214,77609298
2018年01月,苗栗縣,72691015,171686,0.0235,613521,622,0.0177,478883,133,0.0028,73783419
2018年01月,彰化縣,161342146,393724,0.0522,3051028,3137,0.0882,1166111,388,0.0069,165559285
2018年01月,南投縣,58395033,130682,0.0189,439283,533,0.0127,409303,101,0.0024,59243619
2018年01月,雲林縣,88930169,259203,0.0288,723647,889,0.0209,425205,198,0.0025,90079021
2018年01月,嘉義縣,63831246,174962,0.0207,502507,622,0.0145,184833,97,0.0011,64518586
2018年01月,屏東縣,118429313,278500,0.0383,1071411,1457,0.031,833881,296,0.005,120334605
2018年01月,台東縣,27463213,56706,0.0089,139559,165,0.004,147266,60,0.0009,27750038
2018年01月,花蓮縣,43293666,87826,0.014,166921,141,0.0048,395771,106,0.0024,43856358
2018年01月,基隆市,44183425,87236,0.0143,254186,294,0.0073,2724565,804,0.0162,47162176
2018年01月,新竹市,66196680,124458,0.0214,474037,412,0.0137,3775654,768,0.0224,70446371
2018年01月,嘉義市,35063183,77954,0.0113,192598,253,0.0056,907950,228,0.0054,36163731
2018年01月,澎湖縣,13062352,22573,0.0042,176048,199,0.0051,57667,15,0.0003,13296067
2018年01月,金門縣,9177436,15426,0.003,122769,114,0.0035,18119,34,0.0001,9318324
2018年01月,連江縣,2215847,1907,0.0007,37010,27,0.0011,16314,14,0.0001,2269171
2018年01月,合計,3089791699,6341424,1,34592324,29525,1,168269705,31293,1,3292653728
2017年12月,新北市,533350122,907436,0.1642,132874,23,0.1511,64220001,10379,0.29,597702997
2017年12月,台北市,329304759,497068,0.1014,136912,26,0.1557,52307989,7843,0.2362,381749660
2017年12月,桃園市,342119837,603700,0.1053,65206,11,0.0741,20237036,3294,0.0914,362422079
2017年12月,台中市,405337244,743998,0.1248,304343,36,0.3461,31290702,4544,0.1413,436932289
2017年12月,台南市,279766638,583646,0.0861,27384,9,0.0311,9111163,1378,0.0411,288905185
2017年12月,高雄市,352393902,705806,0.1085,67054,25,0.0762,24642328,4126,0.1113,377103284
2017年12月,宜蘭縣,64478684,141192,0.0199,0,0,0,1043987,256,0.0047,65522671
2017年12月,新竹縣,86447086,156858,0.0266,5621,3,0.0064,4562774,690,0.0206,91015481
2017年12月,苗栗縣,67474719,156205,0.0208,12791,8,0.0145,591675,155,0.0027,68079185
2017年12月,彰化縣,177091304,384294,0.0545,6632,2,0.0075,1144176,283,0.0052,178242112
2017年12月,南投縣,75433874,158989,0.0232,5300,2,0.006,443781,111,0.002,75882955
2017年12月,雲林縣,96407773,265339,0.0297,3960,3,0.0045,521597,163,0.0024,96933330
2017年12月,嘉義縣,63111767,170720,0.0194,29668,8,0.0337,314362,86,0.0014,63455797
2017年12月,屏東縣,117588186,253620,0.0362,25996,12,0.0296,989085,253,0.0045,118603267
2017年12月,台東縣,31726132,62610,0.0098,24885,3,0.0283,313527,70,0.0014,32064544
2017年12月,花蓮縣,49467225,93241,0.0152,21197,5,0.0241,709269,134,0.0032,50197691
2017年12月,基隆市,54128487,99344,0.0167,2252,2,0.0026,3349698,890,0.0151,57480437
2017年12月,新竹市,61340359,109339,0.0189,7390,3,0.0084,4442636,862,0.0201,65790385
2017年12月,嘉義市,38795026,77820,0.0119,0,0,0,1077371,247,0.0049,39872397
2017年12月,澎湖縣,12486605,22851,0.0038,0,0,0,99678,16,0.0005,12586283
2017年12月,金門縣,8090335,12494,0.0025,0,0,0,22236,35,0.0001,8112571
2017年12月,連江縣,1669099,2117,0.0005,0,0,0,7268,14,0,1676367
2017年12月,合計,3248009163,6208687,1,879465,181,1,221442339,35829,1,3470330967
2017年11月,新北市,727378893,914071,0.1678,152901,22,0.1602,66685456,10349,0.2908,794217250
2017年11月,台北市,469940563,528022,0.1084,148638,30,0.1557,55037439,7830,0.24,525126640
2017年11月,桃園市,353638346,503119,0.0816,68509,11,0.0718,20364412,3295,0.0888,374071267
2017年11月,台中市,541577442,740754,0.1249,329582,40,0.3452,32627724,4525,0.1423,574534748
2017年11月,台南市,363613842,586362,0.0839,31704,8,0.0332,9533825,1374,0.0416,373179371
2017年11月,高雄市,597294894,903700,0.1378,73556,24,0.0771,25124936,4119,0.1096,622493386
2017年11月,宜蘭縣,79119780,137037,0.0182,0,0,0,1026027,254,0.0045,80145807
2017年11月,新竹縣,97755503,145042,0.0225,3362,2,0.0035,4647721,688,0.0203,102406586
2017年11月,苗栗縣,103402244,171734,0.0238,13781,8,0.0144,585086,154,0.0026,104001111
2017年11月,彰化縣,225791273,394117,0.0521,4725,2,0.0049,1191806,283,0.0052,226987804
2017年11月,南投縣,71744632,130844,0.0165,7278,2,0.0076,435237,111,0.0019,72187147
2017年11月,雲林縣,130188312,259576,0.03,4022,3,0.0042,576172,163,0.0025,130768506
2017年11月,嘉義縣,89726066,175128,0.0207,25278,8,0.0265,335220,86,0.0015,90086564
2017年11月,屏東縣,160754864,278879,0.0371,29760,12,0.0312,1029076,252,0.0045,161813700
2017年11月,台東縣,34282977,56886,0.0079,26491,3,0.0277,318756,70,0.0014,34628224
2017年11月,花蓮縣,56582666,88031,0.013,23261,5,0.0244,727030,134,0.0032,57332957
2017年11月,基隆市,56720218,86288,0.0131,2568,2,0.0027,3378048,886,0.0147,60100834
2017年11月,新竹市,93620989,124546,0.0216,9232,4,0.0097,4433394,860,0.0193,98063615
2017年11月,嘉義市,50585599,78043,0.0117,0,0,0,1103520,247,0.0048,51689119
2017年11月,澎湖縣,17889370,22603,0.0041,0,0,0,113769,16,0.0005,18003139
2017年11月,金門縣,12018291,15202,0.0028,0,0,0,21872,35,0.0001,12040163
2017年11月,連江縣,2400906,1907,0.0006,0,0,0,7343,14,0,2408249
2017年11月,合計,4336027670,6341891,1,954648,186,1,229303869,35745,1,4566286187
2017年10月,新北市,866038127,906341,0.1781,173773,22,0.1531,75877231,10332,0.2882,942089131
2017年10月,台北市,551544455,496727,0.1134,180424,27,0.159,66385518,7826,0.2521,618110397
2017年10月,桃園市,510819050,601999,0.1051,84430,11,0.0744,23812522,3273,0.0904,534716002
2017年10月,台中市,591986425,742415,0.1218,397095,35,0.3498,36362412,4510,0.1381,628745932
2017年10月,台南市,406616402,582353,0.0836,39362,9,0.0347,10773485,1371,0.0409,417429249
2017年10月,高雄市,502040686,704678,0.1033,84499,26,0.0744,27267603,4119,0.1036,529392788
2017年10月,宜蘭縣,95276790,140882,0.0196,0,0,0,1162361,254,0.0044,96439151
2017年10月,新竹縣,130589613,156444,0.0269,6679,3,0.0059,5592892,682,0.0212,136189184
2017年10月,苗栗縣,103520294,155694,0.0213,17187,7,0.0151,656758,152,0.0025,104194239
2017年10月,彰化縣,251627603,383496,0.0518,6726,2,0.0059,1315815,283,0.005,252950144
2017年10月,南投縣,93558277,158533,0.0192,9495,2,0.0084,451161,111,0.0017,94018933
2017年10月,雲林縣,134535136,264716,0.0277,4298,3,0.0038,607169,163,0.0023,135146603
2017年10月,嘉義縣,88047446,170431,0.0181,35868,8,0.0316,380382,85,0.0014,88463696
2017年10月,屏東縣,152762392,253059,0.0314,31617,12,0.0279,1092953,251,0.0042,153886962
2017年10月,台東縣,41944401,62322,0.0086,25605,3,0.0226,323418,70,0.0012,42293424
2017年10月,花蓮縣,71582742,93019,0.0147,24834,5,0.0219,758838,134,0.0029,72366414
2017年10月,基隆市,80922311,99322,0.0166,2727,2,0.0024,3677086,886,0.014,84602124
2017年10月,新竹市,100347466,109215,0.0206,10464,3,0.0092,5424108,860,0.0206,105782038
2017年10月,嘉義市,55966660,77660,0.0115,0,0,0,1196386,247,0.0045,57163046
2017年10月,澎湖縣,17398983,22509,0.0036,0,0,0,150187,16,0.0006,17549170
2017年10月,金門縣,12159124,12410,0.0025,0,0,0,24691,35,0.0001,12183815
2017年10月,連江縣,2430089,2119,0.0005,0,0,0,8742,14,0,2438831
2017年10月,合計,4861714472,6196344,1,1135083,180,1,263301718,35674,1,5126151273
2017年09月,新北市,923059421,912296,0.1855,154033,22,0.1471,75038033,10293,0.2946,998251487
2017年09月,台北市,598661736,527460,0.1203,192225,28,0.1836,65499226,7817,0.2571,664353187
2017年09月,桃園市,428517181,501229,0.0861,83723,11,0.08,22648682,3259,0.0889,451249586
2017年09月,台中市,588022647,738587,0.1182,333297,33,0.3184,34378112,4503,0.135,622734056
2017年09月,台南市,381396228,584690,0.0767,34646,8,0.0331,9970908,1364,0.0391,391401782
2017年09月,高雄市,634187020,902678,0.1275,76422,23,0.073,25714214,4114,0.1009,659977656
2017年09月,宜蘭縣,96986226,136653,0.0195,0,0,0,1075635,254,0.0042,98061861
2017年09月,新竹縣,115808547,144199,0.0233,4033,2,0.0039,5229927,668,0.0205,121042507
2017年09月,苗栗縣,121291411,171171,0.0244,14588,6,0.0139,611768,150,0.0024,121917767
2017年09月,彰化縣,243458865,393153,0.0489,7287,2,0.007,1214416,283,0.0048,244680568
2017年09月,南投縣,71596645,130522,0.0144,12147,2,0.0116,432400,111,0.0017,72041192
2017年09月,雲林縣,134700108,259292,0.0271,4009,3,0.0038,580443,163,0.0023,135284560
2017年09月,嘉義縣,92581955,174800,0.0186,33946,8,0.0324,367164,85,0.0014,92983065
2017年09月,屏東縣,165445077,278342,0.0333,31053,12,0.0297,1012053,252,0.004,166488183
2017年09月,台東縣,37569427,56642,0.0076,27203,3,0.026,311337,70,0.0012,37907967
2017年09月,花蓮縣,65023911,87763,0.0131,24433,5,0.0233,738720,134,0.0029,65787064
2017年09月,基隆市,72411399,86268,0.0146,2757,2,0.0026,3597983,885,0.0141,76012139
2017年09月,新竹市,114161022,124463,0.0229,11053,5,0.0106,4993692,852,0.0196,119165767
2017年09月,嘉義市,53714256,77854,0.0108,0,0,0,1129400,247,0.0044,54843656
2017年09月,澎湖縣,20369234,22260,0.0041,0,0,0,154410,16,0.0006,20523644
2017年09月,金門縣,13753823,14982,0.0028,0,0,0,24821,35,0.0001,13778644
2017年09月,連江縣,2945459,1907,0.0006,0,0,0,8099,14,0,2953558
2017年09月,合計,4975661598,6327211,1,1046855,175,1,254731443,35569,1,5231439896
2017年08月,新北市,821001447,903279,0.1785,153608,21,0.1521,75543762,10262,0.2953,896698817
2017年08月,台北市,526843838,496159,0.1146,156754,25,0.1552,66054120,7812,0.2582,593054712
2017年08月,桃園市,486535236,600055,0.1058,75213,10,0.0745,23032118,3249,0.09,509642567
2017年08月,台中市,543966655,740401,0.1183,341669,32,0.3383,34521633,4497,0.1349,578829957
2017年08月,台南市,380669578,580646,0.0828,33980,8,0.0336,9742060,1355,0.0381,390445618
2017年08月,高雄市,486437960,703197,0.1058,78599,25,0.0778,25648986,4110,0.1003,512165545
2017年08月,宜蘭縣,91975403,140346,0.02,0,0,0,1052800,252,0.0041,93028203
2017年08月,新竹縣,123767912,156096,0.0269,6948,3,0.0069,5282484,667,0.0206,129057344
2017年08月,苗栗縣,97375045,155183,0.0212,13546,6,0.0134,609979,151,0.0024,97998570
